scenario,method,n_valid,selection_score_mean,selection_score_std,min_recovery_ratio_mean,min_recovery_ratio_std,critical_load_recovery_ratio_mean,critical_load_recovery_ratio_std,communication_recovery_ratio_mean,communication_recovery_ratio_std,power_recovery_ratio_mean,power_recovery_ratio_std,road_recovery_ratio_mean,road_recovery_ratio_std,constraint_violation_rate_eval_mean,constraint_violation_rate_eval_std,invalid_action_rate_eval_mean,invalid_action_rate_eval_std,wait_hold_usage_eval_mean,wait_hold_usage_eval_std,mean_progress_delta_eval_mean,mean_progress_delta_eval_std,safety_capacity_index_mean,safety_capacity_index_std
resource_moderate,baseline_rl,3,0.19998188960883354,0.0025016751701832846,0.4282876071002748,0.0018974120485200393,0.7991324762503306,0.0018776340769224792,0.4862420426474678,0.0016471925246753776,0.6491081847084893,0.0016503791775730778,0.4282876071002748,0.0018974120485200393,0.24444444444444446,0.00481125224324688,0.24444444444444446,0.00481125224324688,0.24305555555555555,0.0024056261216234324,0.0012100585218932896,4.027077655988242e-05,,
resource_moderate,full_outer_loop,3,0.34696577356921304,0.0015922106567919827,0.5891594423188103,6.064674999720654e-05,0.9149877991941241,0.006345581026396754,0.6360547343889872,6.065248545686695e-05,0.8111646208498212,0.009256335556341646,0.5891594423188103,6.064674999720654e-05,0.0,0.0,0.0,0.0,0.3499999999999999,6.798699777552591e-17,0.00483669133649932,6.032193364586709e-05,0.826451534529527,0.002224100050629899
resource_moderate,single_shot_llm,3,0.33523917871713643,0.01883767080586642,0.5891525480482313,5.5645526161181654e-05,0.9050917194949256,0.011489580267350231,0.6204160749912262,0.027056677382866337,0.7925588223669263,0.028058487789002978,0.6069727407561408,0.030883905978400735,0.02638888888888889,0.04570689631084537,0.02638888888888889,0.04570689631084537,0.3416666666666666,0.014433756729740625,0.0046481293108728205,0.00029592659311857277,0.8150688269734383,0.017660238123845793
