scenario,method,seed,valid_for_paper,selection_score,min_recovery_ratio,critical_load_recovery_ratio,communication_recovery_ratio,power_recovery_ratio,road_recovery_ratio,constraint_violation_rate_eval,invalid_action_rate_eval,wait_hold_usage_eval,mean_progress_delta_eval,safety_capacity_index,candidate_source,validation_status,fallback_used,fallback_reason,selected_candidate_id,rejection_reason
standard_moderate,baseline_rl,42,True,0.3962525875730108,0.6336177488168081,0.8519927660624186,0.6797754168510437,0.8681438565254211,0.6336177488168081,0.22093023255813954,0.22093023255813954,0.19767441860465115,0.0065386794507503515,,,,False,,,
standard_moderate,baseline_rl,43,True,0.42101904867318546,0.6169911126295725,0.8597300350666046,0.661483883857727,0.8858491778373718,0.6169911126295725,0.19111111111111112,0.19111111111111112,0.1688888888888889,0.0030484117021915887,,,,False,,,
standard_moderate,baseline_rl,44,True,0.4146776836500692,0.6169911126295725,0.8347533841927847,0.661483883857727,0.8822622497876486,0.6169911126295725,0.2017167381974249,0.2017167381974249,0.1759656652360515,0.0029499825286237818,,,,False,,,
standard_moderate,single_shot_llm,42,True,0.41554063067270147,0.6127754549185435,0.8742394149303436,0.7242277065912882,0.8599908153216044,0.6127754549185435,0.2183406113537118,0.2183406113537118,0.1615720524017467,0.003208307951104407,0.7549530210409969,noop_fallback,valid,False,,r1_fixed_global_anchor,constraint_violation_not_allowed|invalid_action_not_allowed|resource_sustainability_collapse
standard_moderate,single_shot_llm,43,True,0.2847959687312444,0.6172130008538564,0.8510238528251648,0.6617236336072286,0.7849373817443848,0.6172130008538564,0.20833333333333334,0.20833333333333334,0.18333333333333332,0.002259233593940735,0.7513828987876574,noop_fallback,valid,False,,r1_fixed_global_anchor,constraint_violation_not_allowed|invalid_action_not_allowed|resource_sustainability_collapse
standard_moderate,single_shot_llm,44,True,0.4288347070941268,0.6169911126295725,0.8310402433077494,0.661483883857727,0.8744213382403055,0.6169911126295725,0.1963470319634703,0.1963470319634703,0.1735159817351598,0.003050484683042691,0.7479068649890215,noop_fallback,valid,False,,r1_fixed_global_anchor,constraint_violation_not_allowed|invalid_action_not_allowed|resource_sustainability_collapse
standard_moderate,full_outer_loop,42,True,0.41554063067270147,0.6127754549185435,0.8742394149303436,0.7242277065912882,0.8599908153216044,0.6127754549185435,0.2183406113537118,0.2183406113537118,0.1615720524017467,0.003208307951104407,0.7549530210409969,noop_fallback,valid,False,,r3_feedback_refined,constraint_violation_not_allowed|critical_recovery_too_low_vs_reference|generated_not_competitive_vs_baseline_tolerance|invalid_action_not_allowed|multi_layer_recovery_regression|no_final_progress_and_not_late_stage|not_finish_oriented_under_zero_success|progress_delta_too_low_vs_reference|resource_sustainability_collapse
standard_moderate,full_outer_loop,43,True,0.2847959687312444,0.6172130008538564,0.8510238528251648,0.6617236336072286,0.7849373817443848,0.6172130008538564,0.20833333333333334,0.20833333333333334,0.18333333333333332,0.002259233593940735,0.7513828987876574,noop_fallback,valid,False,,r3_feedback_refined,constraint_violation_not_allowed|critical_recovery_too_low_vs_reference|generated_not_competitive_vs_baseline_tolerance|invalid_action_not_allowed|multi_layer_recovery_regression|no_final_progress_and_not_late_stage|not_finish_oriented_under_zero_success|progress_delta_too_low_vs_reference|resource_sustainability_collapse
standard_moderate,full_outer_loop,44,True,0.4288347070941268,0.6169911126295725,0.8310402433077494,0.661483883857727,0.8744213382403055,0.6169911126295725,0.1963470319634703,0.1963470319634703,0.1735159817351598,0.003050484683042691,0.7479068649890215,noop_fallback,valid,False,,r3_feedback_refined,constraint_violation_not_allowed|critical_recovery_too_low_vs_reference|generated_not_competitive_vs_baseline_tolerance|invalid_action_not_allowed|multi_layer_recovery_regression|no_final_progress_and_not_late_stage|not_finish_oriented_under_zero_success|progress_delta_too_low_vs_reference|resource_sustainability_collapse
