scenario,method,step,mean_cumulative_progress,std_cumulative_progress,n_seeds
standard_moderate,baseline_rl,0,0.004446638955010266,0.0027551684572452934,18
standard_moderate,baseline_rl,1,0.008906291590796499,0.005548168920210011,18
standard_moderate,baseline_rl,2,0.013379077116648245,0.008379413391890026,18
standard_moderate,baseline_rl,3,0.017865171035130675,0.011249380133267282,18
standard_moderate,baseline_rl,4,0.022326134973101968,0.014046240414861105,18
standard_moderate,baseline_rl,5,0.026799986759821356,0.01688060984587432,18
standard_moderate,baseline_rl,6,0.02439062669873214,0.00029886373209968623,16
standard_moderate,baseline_rl,7,0.027015637606382113,0.001775336279261023,16
standard_moderate,baseline_rl,8,0.032006200402974805,0.005517799229861237,16
standard_moderate,baseline_rl,9,0.04260055348277063,0.004705208097814556,16
standard_moderate,baseline_rl,10,0.05294070020317994,0.004150964846150784,16
standard_moderate,baseline_rl,11,0.05806567147374111,0.00730593308127901,16
standard_moderate,baseline_rl,12,0.06311674788594199,0.011653295542544342,16
standard_moderate,baseline_rl,13,0.06728773936629247,0.01658411461929404,16
standard_moderate,baseline_rl,14,0.07279432564973778,0.021335857940997918,16
standard_moderate,baseline_rl,15,0.07801647111773434,0.02627484884233051,16
standard_moderate,baseline_rl,16,0.0801279619336122,0.02752727677178067,16
standard_moderate,baseline_rl,17,0.08448331058025296,0.0330411405679384,16
standard_moderate,baseline_rl,18,0.08967053890228205,0.03793121057342629,16
standard_moderate,baseline_rl,19,0.0937083661556237,0.04313109033903882,16
standard_moderate,baseline_rl,20,0.09631038084626126,0.044157549246102414,16
standard_moderate,baseline_rl,21,0.09854776784777565,0.04514465897287409,16
standard_moderate,baseline_rl,22,0.098544988781213,0.04514809100690383,16
standard_moderate,baseline_rl,23,0.1007835827767841,0.04628691289087078,16
standard_moderate,baseline_rl,24,0.10124004259705463,0.04572094906540624,16
standard_moderate,baseline_rl,25,0.10405347496271049,0.04520462668036837,16
standard_moderate,baseline_rl,26,0.10695707798004059,0.045344365976802796,16
standard_moderate,baseline_rl,27,0.10695707798004059,0.045344365976802796,16
standard_moderate,baseline_rl,28,0.10985458642244243,0.04562954514710897,16
standard_moderate,baseline_rl,29,0.10985458642244243,0.04562954514710897,16
standard_moderate,baseline_rl,30,0.1121186912059774,0.045802664903639816,16
standard_moderate,baseline_rl,31,0.11440682411193744,0.04660888685392014,16
standard_moderate,baseline_rl,32,0.12016019423802585,0.046682434249302684,15
standard_moderate,baseline_rl,33,0.12472220829554852,0.04558666999390313,14
standard_moderate,baseline_rl,34,0.12720421808106439,0.04611110124352322,14
standard_moderate,baseline_rl,35,0.1317362326842076,0.04463081063429451,13
standard_moderate,baseline_rl,36,0.1334925614870499,0.045277241137546574,13
standard_moderate,baseline_rl,37,0.1349670611895035,0.046245822112687074,13
standard_moderate,baseline_rl,38,0.14139812688032655,0.04261899595564191,12
standard_moderate,baseline_rl,39,0.14287792642911143,0.04328760684911739,12
standard_moderate,full_outer_loop,0,0.004845344358020317,0.00310693814651019,18
standard_moderate,full_outer_loop,1,0.009709311856163796,0.006256812373542129,18
standard_moderate,full_outer_loop,2,0.014592084619733912,0.009450080734487285,18
standard_moderate,full_outer_loop,3,0.019493901067309766,0.01268727668097483,18
standard_moderate,full_outer_loop,4,0.02341541979047969,0.013617322869921938,18
standard_moderate,full_outer_loop,5,0.027342806259790835,0.014723028854688883,18
standard_moderate,full_outer_loop,6,0.031178977754380714,0.016022725790341953,18
standard_moderate,full_outer_loop,7,0.03434056374761766,0.017816449101812522,18
standard_moderate,full_outer_loop,8,0.039165510071648195,0.01792176157837591,18
standard_moderate,full_outer_loop,9,0.04854167169994747,0.015248560376184168,18
standard_moderate,full_outer_loop,10,0.05577101185917816,0.012202804860297891,16
standard_moderate,full_outer_loop,11,0.060355499386787005,0.013245113169448253,16
standard_moderate,full_outer_loop,12,0.06545358896255446,0.017196427845711973,16
standard_moderate,full_outer_loop,13,0.06955762952566098,0.020354122472987495,16
standard_moderate,full_outer_loop,14,0.07428776845335909,0.023901341773455986,16
standard_moderate,full_outer_loop,15,0.07871133461594526,0.028006417676304716,16
standard_moderate,full_outer_loop,16,0.08053610473871173,0.029357534286401813,16
standard_moderate,full_outer_loop,17,0.08521877601742683,0.03471338686266494,16
standard_moderate,full_outer_loop,18,0.08939591795206006,0.03895381074104315,16
standard_moderate,full_outer_loop,19,0.09325195476412705,0.04333588125336335,16
standard_moderate,full_outer_loop,20,0.09487428516149451,0.04417738707540854,16
standard_moderate,full_outer_loop,21,0.09638579934835362,0.045167414756803394,16
standard_moderate,full_outer_loop,22,0.09712893143296168,0.04575659994864213,16
standard_moderate,full_outer_loop,23,0.09867973253130836,0.04659535676924296,16
standard_moderate,full_outer_loop,24,0.09968277066945952,0.04638997897410004,16
standard_moderate,full_outer_loop,25,0.10295070335268892,0.0465778352088928,16
standard_moderate,full_outer_loop,26,0.1053097434341899,0.04658067987225657,16
standard_moderate,full_outer_loop,27,0.1061457619070998,0.047152476872295894,16
standard_moderate,full_outer_loop,28,0.10837668552994636,0.04716598878571066,16
standard_moderate,full_outer_loop,29,0.10889802873134521,0.04784778055717498,16
standard_moderate,full_outer_loop,30,0.11094159260392096,0.04881559923206236,16
standard_moderate,full_outer_loop,31,0.11282725259661577,0.04916989406142286,16
standard_moderate,full_outer_loop,32,0.11843376557032163,0.04909802795329955,15
standard_moderate,full_outer_loop,33,0.12318821890013451,0.049365980328885326,14
standard_moderate,full_outer_loop,34,0.12552697317940736,0.05007957779610597,14
standard_moderate,full_outer_loop,35,0.12621948548725562,0.05017495860209461,14
standard_moderate,full_outer_loop,36,0.1282048821449268,0.05117276261593403,14
standard_moderate,full_outer_loop,37,0.12997095925467236,0.05170641870753851,14
standard_moderate,full_outer_loop,38,0.14211658140023423,0.046679591899613286,12
standard_moderate,full_outer_loop,39,0.1439361274242388,0.047153103006602685,12
standard_moderate,single_shot_llm,0,0.004845344358020317,0.00310693814651019,18
standard_moderate,single_shot_llm,1,0.009709305233425483,0.006256815409994846,18
standard_moderate,single_shot_llm,2,0.014592084619733912,0.009450080734487285,18
standard_moderate,single_shot_llm,3,0.019493901067309766,0.01268727668097483,18
standard_moderate,single_shot_llm,4,0.02341541979047969,0.013617322869921938,18
standard_moderate,single_shot_llm,5,0.027342806259790835,0.014723028854688883,18
standard_moderate,single_shot_llm,6,0.03127620617548599,0.015976623259760417,18
standard_moderate,single_shot_llm,7,0.034826672739452495,0.01756123038182998,18
standard_moderate,single_shot_llm,8,0.04004050625695091,0.017288125410443337,18
standard_moderate,single_shot_llm,9,0.04955533477995097,0.014567685437764953,18
standard_moderate,single_shot_llm,10,0.0558694042265411,0.012123457031797102,16
standard_moderate,single_shot_llm,11,0.06076359748840286,0.012811477820880024,16
standard_moderate,single_shot_llm,12,0.06626216694712586,0.016364875192853377,16
standard_moderate,single_shot_llm,13,0.07098224014043752,0.019008642468978095,16
standard_moderate,single_shot_llm,14,0.07549330964684428,0.022569941983573337,16
standard_moderate,single_shot_llm,15,0.07981667295098244,0.026718937790216495,16
standard_moderate,single_shot_llm,16,0.08172685280442174,0.028093077575983113,16
standard_moderate,single_shot_llm,17,0.08674028888344698,0.0335707671479885,16
standard_moderate,single_shot_llm,18,0.09105729311704566,0.03800239370988922,16
standard_moderate,single_shot_llm,19,0.09524190425872729,0.0424922051307239,16
standard_moderate,single_shot_llm,20,0.09683721885085031,0.043495079362125405,16
standard_moderate,single_shot_llm,21,0.09819421917200011,0.04446357879152419,16
standard_moderate,single_shot_llm,22,0.09915579855441968,0.04490915718582553,16
standard_moderate,single_shot_llm,23,0.10102244466543116,0.04539554018871887,16
standard_moderate,single_shot_llm,24,0.10202548280358231,0.04525848441596108,16
standard_moderate,single_shot_llm,25,0.10520547628402623,0.04555033272455565,16
standard_moderate,single_shot_llm,26,0.10986934900283724,0.04632957218755189,15
standard_moderate,single_shot_llm,27,0.11132043202718006,0.04701603138943898,15
standard_moderate,single_shot_llm,28,0.11288436651229762,0.04728675149416444,15
standard_moderate,single_shot_llm,29,0.11393965482711695,0.04809823806568731,15
standard_moderate,single_shot_llm,30,0.11579960187276105,0.04938691711915909,15
standard_moderate,single_shot_llm,31,0.1208495497703542,0.049859349383213424,14
standard_moderate,single_shot_llm,32,0.12305564965520481,0.04958855432194308,14
standard_moderate,single_shot_llm,33,0.1246043954576754,0.050723317595302235,14
standard_moderate,single_shot_llm,34,0.12679437228611426,0.0511641514174683,14
standard_moderate,single_shot_llm,35,0.12772759369441328,0.05109354743704698,14
standard_moderate,single_shot_llm,36,0.12959468364715462,0.05219173671519206,14
standard_moderate,single_shot_llm,37,0.13137273277555075,0.05275597177407014,14
standard_moderate,single_shot_llm,38,0.14375198880831278,0.04762023254396931,12
standard_moderate,single_shot_llm,39,0.14585892856120938,0.048053716740939736,12
