scenario,method,n_total,n_valid,evidence_level,selection_score_mean,selection_score_std,min_recovery_ratio_mean,min_recovery_ratio_std,critical_load_recovery_ratio_mean,critical_load_recovery_ratio_std,communication_recovery_ratio_mean,communication_recovery_ratio_std,power_recovery_ratio_mean,power_recovery_ratio_std,road_recovery_ratio_mean,road_recovery_ratio_std,constraint_violation_rate_eval_mean,constraint_violation_rate_eval_std,invalid_action_rate_eval_mean,invalid_action_rate_eval_std,wait_hold_usage_eval_mean,wait_hold_usage_eval_std,mean_progress_delta_eval_mean,mean_progress_delta_eval_std,eval_success_rate_mean,eval_success_rate_std,safety_capacity_index_mean,safety_capacity_index_std
standard_severe,ablation_fixed_global,3,3,per_seed_n3,0.43308277495057734,0.06173633581225963,0.622740861442354,0.0035272684471744013,0.8770474592844645,0.007883700867010318,0.6593293878767226,0.0038230417942712934,0.8061490986082289,0.006576261308969803,0.622740861442354,0.0035272684471744013,0.0,0.0,0.0,0.0,0.26274928774928774,0.0031225513129320365,0.004798111901268945,0.0001355652263136274,0.2222222222222222,0.15713484026367722,0.8249259122543865,0.002457837106590726
standard_severe,baseline_rl,3,3,per_seed_n3,0.3132951339540027,0.04477504255245907,0.5867565506034428,0.045121988463924866,0.8495023283693526,0.04860557255903047,0.6248774760299259,0.04251195334378001,0.8108289076222314,0.009357266976441885,0.5867565506034428,0.045121988463924866,0.08055555555555553,0.11392275919116597,0.08055555555555553,0.11392275919116597,0.25555555555555554,0.010393492741038726,0.0041764344606133996,0.0006620234334772431,0.0,0.0,0.7785239409738117,0.06673470811620077
standard_severe,full_outer_loop,3,3,per_seed_n3,0.3888999278763751,0.06329349769813082,0.6173163519965278,0.007140752557322184,0.882509622308943,0.00716904166244001,0.6478193766540951,0.014326635905172712,0.7991911901368035,0.014406407089866931,0.6173163519965278,0.007140752557322184,0.0,0.0,0.0,0.0,0.2522079772079772,0.013617592875531851,0.00456009319236684,0.00030711922230737906,0.1111111111111111,0.15713484026367722,0.8249390910069148,0.0027576549904166775
standard_severe,single_shot_llm,3,3,per_seed_n3,0.41903254133200174,0.05780613586609133,0.6191268596384261,0.0024729673332624215,0.868503150012758,0.0061325108388124135,0.6637784143288931,0.009872772696457654,0.801904946565628,0.012378471407693567,0.6191268596384261,0.0024729673332624215,0.0,0.0,0.0,0.0,0.26341325027765705,0.0036829400537113843,0.004752905947996156,0.00016851534968067612,0.16666666666666663,0.13608276348795434,0.8206705033779145,0.0018985734018629418
