scenario,method,stage,mean_usage_share,n_seeds
standard_moderate,baseline_rl,late,0.15411717736301028,3
standard_moderate,baseline_rl,middle,0.8458828226369898,3
standard_moderate,full_outer_loop,late,0.18722536095417452,3
standard_moderate,full_outer_loop,middle,0.8127746390458255,3
standard_moderate,single_shot_llm,late,0.18046652838889035,3
standard_moderate,single_shot_llm,middle,0.8195334716111097,3
