scenario,method,n_total,n_valid,evidence_level,source_quality_note,suitable_for_main_text,suitable_for_supplement,selection_score_mean,selection_score_std,min_recovery_ratio_mean,min_recovery_ratio_std,critical_load_recovery_ratio_mean,critical_load_recovery_ratio_std,communication_recovery_ratio_mean,communication_recovery_ratio_std,power_recovery_ratio_mean,power_recovery_ratio_std,road_recovery_ratio_mean,road_recovery_ratio_std,constraint_violation_rate_eval_mean,constraint_violation_rate_eval_std,invalid_action_rate_eval_mean,invalid_action_rate_eval_std,wait_hold_usage_eval_mean,wait_hold_usage_eval_std,mean_progress_delta_eval_mean,mean_progress_delta_eval_std,eval_success_rate_mean,eval_success_rate_std,safety_capacity_index_mean,safety_capacity_index_std
standard_severe,baseline_rl,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,0.31329513395400277,0.0447750425524591,0.5867565506034428,0.045121988463924866,0.8495023283693526,0.04860557255903047,0.6248774760299259,0.04251195334378001,0.8108289076222314,0.009357266976441885,0.5867565506034428,0.045121988463924866,0.08055555555555556,0.11392275919116598,0.08055555555555556,0.11392275919116598,0.25555555555555554,0.010393492741038726,0.004176434460613463,0.0006620234334772605,0.0,0.0,0.7785239409738117,0.06673470811620077
standard_severe,single_shot_llm,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,0.41903254133200174,0.05780613586609131,0.6191268596384261,0.0024729673332624215,0.868503150012758,0.0061325108388124135,0.6637784143288931,0.009872772696457654,0.801904946565628,0.012378471407693567,0.6191268596384261,0.0024729673332624215,0.0,0.0,0.0,0.0,0.26341325027765705,0.0036829400537113587,0.004752905947996212,0.00016851534968064392,0.16666666666666666,0.13608276348795434,0.8206705033779145,0.0018985734018629418
standard_severe,full_outer_loop,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,0.39016698536804845,0.06237317298656746,0.6199559503131442,0.005473965519276408,0.8854180971781412,0.006527686594495577,0.6563374135229323,0.005900904352255579,0.8057303097512987,0.006018028434505643,0.6199559503131442,0.005473965519276408,0.0,0.0,0.0,0.0,0.2605413105413106,0.0031225513129320365,0.0047103320804981145,0.00013409839175767527,0.1111111111111111,0.15713484026367722,0.82688091662195,0.00037175117026633074
standard_severe,ablation_fixed_global,3,3,per_seed_n3,valid means exclude sentinel runs,False,True,0.43308277495057734,0.06173633581225963,0.622740861442354,0.0035272684471744013,0.8770474592844645,0.007883700867010318,0.6593293878767226,0.0038230417942712934,0.8061490986082289,0.006576261308969803,0.622740861442354,0.0035272684471744013,0.0,0.0,0.0,0.0,0.26274928774928774,0.0031225513129320365,0.004798111901268945,0.0001355652263136274,0.2222222222222222,0.15713484026367722,0.8249259122543865,0.002457837106590726
