scenario,method,n_total,n_valid,selection_score_mean,min_recovery_ratio_mean,critical_load_recovery_ratio_mean,communication_recovery_ratio_mean,power_recovery_ratio_mean,road_recovery_ratio_mean,constraint_violation_rate_eval_mean,invalid_action_rate_eval_mean,wait_hold_usage_eval_mean,mean_progress_delta_eval_mean,eval_success_rate_mean,safety_capacity_index_mean,selection_score_std,min_recovery_ratio_std,critical_load_recovery_ratio_std,communication_recovery_ratio_std,power_recovery_ratio_std,road_recovery_ratio_std,constraint_violation_rate_eval_std,invalid_action_rate_eval_std,wait_hold_usage_eval_std,mean_progress_delta_eval_std,eval_success_rate_std,safety_capacity_index_std
standard_moderate,baseline_rl,3,3,0.3628068070747574,0.5728520866897371,0.7728350493643019,0.6447337170441946,0.7632449633545346,0.5728520866897371,0.05416666666666667,0.05416666666666667,0.23295454545454544,0.0015766458654845202,0.1111111111111111,0.7547404976189137,0.08346482934925356,0.018601335799963394,0.046627227170846754,0.06169167681559844,0.04340415629620939,0.018601335799963394,0.07660323462854265,0.07660323462854265,0.0754773858984468,0.0004318320170877532,0.15713484026367722,0.01193296940279924
standard_moderate,single_shot_llm,3,3,0.4513093130954481,0.5928403900729285,0.7719367841879526,0.6868152353498671,0.7930054797066582,0.5928403900729285,0.0,0.0,0.1900534334186865,0.002238789176239986,0.2222222222222222,0.7776720109913084,0.05218703015243198,0.051157376424206355,0.0017938395951406475,0.004092891088158898,0.04443728518786556,0.051157376424206355,0.0,0.0,0.017342429416706204,0.00014680496160040846,0.15713484026367722,0.018525948281992697
standard_moderate,full_outer_loop,3,3,0.40245188633380113,0.6503631704383426,0.7815036508772109,0.6807284984323714,0.7494093411498599,0.6605303552415636,0.0,0.0,0.1797782874617737,0.0022242837679133844,0.1111111111111111,0.8011533874604437,0.06249886241866282,0.014845065613100039,0.015086617934869723,0.01980322951826376,0.01815438796123204,0.023198608612855855,0.0,0.0,0.01568884212418331,0.00020701042803670662,0.15713484026367722,0.008872575700850694
