scenario,method,n_total,n_valid,evidence_level,source_quality_note,suitable_for_main_text,suitable_for_supplement,selection_score_mean,selection_score_std,min_recovery_ratio_mean,min_recovery_ratio_std,critical_load_recovery_ratio_mean,critical_load_recovery_ratio_std,communication_recovery_ratio_mean,communication_recovery_ratio_std,power_recovery_ratio_mean,power_recovery_ratio_std,road_recovery_ratio_mean,road_recovery_ratio_std,constraint_violation_rate_eval_mean,constraint_violation_rate_eval_std,invalid_action_rate_eval_mean,invalid_action_rate_eval_std,wait_hold_usage_eval_mean,wait_hold_usage_eval_std,mean_progress_delta_eval_mean,mean_progress_delta_eval_std,eval_success_rate_mean,eval_success_rate_std,safety_capacity_index_mean,safety_capacity_index_std
standard_severe,baseline_rl,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,0.3132951339540027,0.0,0.5867565506034428,0.0,0.8495023283693525,0.0,,,,,,,0.08055555555555556,0.0,0.08055555555555556,0.0,0.2555555555555556,0.0,,,0.0,0.0,0.7785239409738117,0.0
standard_severe,single_shot_llm,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,0.4190325405041595,0.0,0.6191268596384261,0.0,0.8685031467013888,0.0,,,,,,,0.0,0.0,0.0,0.0,0.2634132502776571,0.0,,,0.0,0.0,0.8206705022189352,0.0
standard_severe,full_outer_loop,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,0.33977358437246746,0.0,0.6171037091149224,0.0,0.8640084432231054,0.0,,,,,,,0.0,0.0,0.0,0.0,0.2555555555555556,0.0,,,0.0,0.0,0.8183892533183098,0.0
standard_severe,ablation_fixed_global,1,1,aggregate_only_n1,Aggregate-only source; per-seed files unavailable.,False,True,0.4330827749505773,0.0,0.6227408614423541,0.0,0.8770474592844645,0.0,,,,,,,0.0,0.0,0.0,0.0,0.2627492877492878,0.0,,,0.0,0.0,0.8249259122543865,0.0
