scenario,method,step,layer,mean_recovery_ratio,std_recovery_ratio,n_seeds
resource_moderate,baseline_rl,19,road,0.4276309957106908,0.0021289468456611215,3
resource_moderate,baseline_rl,20,communication,0.4856456948651208,0.0018404529684400805,3
resource_moderate,baseline_rl,20,critical_load,0.7368865542941624,0.0021047280090423608,3
resource_moderate,baseline_rl,20,power,0.6131712231371137,0.0018437834625321934,3
resource_moderate,baseline_rl,20,road,0.4276309957106908,0.0021289468456611215,3
resource_moderate,baseline_rl,21,communication,0.4862420426474678,0.0016471925246753628,3
resource_moderate,baseline_rl,21,critical_load,0.7392650610870785,0.001980694347333359,3
resource_moderate,baseline_rl,21,power,0.6137513054741753,0.0016494035527261563,3
resource_moderate,baseline_rl,21,road,0.4282876071002748,0.0018974120485200606,3
resource_moderate,baseline_rl,22,communication,0.4862420426474678,0.0016471925246753628,3
resource_moderate,baseline_rl,22,critical_load,0.7406316565142738,0.0018211807332925293,3
resource_moderate,baseline_rl,22,power,0.6137376228968302,0.001650658561176786,3
resource_moderate,baseline_rl,22,road,0.4282876071002748,0.0018974120485200606,3
resource_moderate,baseline_rl,23,communication,0.4862420426474678,0.0016471925246753628,3
resource_moderate,baseline_rl,23,critical_load,0.7423680755827161,0.003076672040890124,3
resource_moderate,baseline_rl,23,power,0.6144693361388313,0.002787887767553725,3
resource_moderate,baseline_rl,23,road,0.4282876071002748,0.0018974120485200606,3
resource_moderate,baseline_rl,24,communication,0.4862420426474678,0.0016471925246753628,3
resource_moderate,baseline_rl,24,critical_load,0.7479745811886257,0.0019820956875003935,3
resource_moderate,baseline_rl,24,power,0.6181586484114329,0.0016491747216012059,3
resource_moderate,baseline_rl,24,road,0.4282876071002748,0.0018974120485200606,3
resource_moderate,baseline_rl,25,communication,0.4862420426474678,0.0016471925246753628,3
resource_moderate,baseline_rl,25,critical_load,0.7494266463650597,0.0019702026805591506,3
resource_moderate,baseline_rl,25,power,0.6181441148122152,0.0016491861786331675,3
resource_moderate,baseline_rl,25,road,0.4282876071002748,0.0018974120485200606,3
resource_moderate,baseline_rl,26,communication,0.4862420426474678,0.0016471925246753628,3
resource_moderate,baseline_rl,26,critical_load,0.7540726628568436,0.0020875964053040747,3
resource_moderate,baseline_rl,26,power,0.6218430366781024,0.001971698798346338,3
resource_moderate,baseline_rl,26,road,0.4282876071002748,0.0018974120485200606,3
resource_moderate,baseline_rl,27,communication,0.4862420426474678,0.0016471925246753628,3
resource_moderate,baseline_rl,27,critical_load,0.7611398498217264,0.0018435739176676453,3
resource_moderate,baseline_rl,27,power,0.6270159052477943,0.0016504451160059704,3
resource_moderate,baseline_rl,27,road,0.4282876071002748,0.0018974120485200606,3
resource_moderate,baseline_rl,28,communication,0.4862420426474678,0.0016471925246753628,3
resource_moderate,baseline_rl,28,critical_load,0.7625447379218208,0.0018555757235864936,3
resource_moderate,baseline_rl,28,power,0.6270018451743655,0.001650307886192859,3
resource_moderate,baseline_rl,28,road,0.4282876071002748,0.0018974120485200606,3
resource_moderate,baseline_rl,29,communication,0.4862420426474678,0.0016471925246753628,3
resource_moderate,baseline_rl,29,critical_load,0.7646841804186503,0.002913576145708212,3
resource_moderate,baseline_rl,29,power,0.6277295251687368,0.0027896988431093733,3
resource_moderate,baseline_rl,29,road,0.4282876071002748,0.0018974120485200606,3
resource_moderate,baseline_rl,30,communication,0.4862420426474678,0.0016471925246753628,3
resource_moderate,baseline_rl,30,critical_load,0.7655330499013265,0.003104963550489949,3
resource_moderate,baseline_rl,30,power,0.6277210281954871,0.002787685922902972,3
resource_moderate,baseline_rl,30,road,0.4282876071002748,0.0018974120485200606,3
resource_moderate,baseline_rl,31,communication,0.4862420426474678,0.0016471925246753628,3
resource_moderate,baseline_rl,31,critical_load,0.770517710182402,0.0020246461907612264,3
resource_moderate,baseline_rl,31,power,0.6314165492852529,0.0016486752172173895,3
resource_moderate,baseline_rl,31,road,0.4282876071002748,0.0018974120485200606,3
resource_moderate,baseline_rl,32,communication,0.4862420426474678,0.0016471925246753628,3
resource_moderate,baseline_rl,32,critical_load,0.7762191560533312,0.0019933865771282915,3
resource_moderate,baseline_rl,32,power,0.6358539859453837,0.001649016822182323,3
resource_moderate,baseline_rl,32,road,0.4282876071002748,0.0018974120485200606,3
resource_moderate,baseline_rl,33,communication,0.4862420426474678,0.0016471925246753628,3
resource_moderate,baseline_rl,33,critical_load,0.7824591530693902,0.001872586658230178,3
resource_moderate,baseline_rl,33,power,0.6402860449420081,0.0016503316598862256,3
resource_moderate,baseline_rl,33,road,0.4282876071002748,0.0018974120485200606,3
resource_moderate,baseline_rl,34,communication,0.4862420426474678,0.0016471925246753628,3
resource_moderate,baseline_rl,34,critical_load,0.7839219702614678,0.002024076048881851,3
resource_moderate,baseline_rl,34,power,0.6402714285585615,0.0016486818127038692,3
resource_moderate,baseline_rl,34,road,0.4282876071002748,0.0018974120485200606,3
resource_moderate,baseline_rl,35,communication,0.4862420426474678,0.0016471925246753628,3
resource_moderate,baseline_rl,35,critical_load,0.7855999171733856,0.0018375264928476723,3
resource_moderate,baseline_rl,35,power,0.6402546366055807,0.0016505046528386969,3
resource_moderate,baseline_rl,35,road,0.4282876071002748,0.0018974120485200606,3
resource_moderate,baseline_rl,36,communication,0.4862420426474678,0.0016471925246753628,3
resource_moderate,baseline_rl,36,critical_load,0.7907239198684692,0.001885421115062749,3
resource_moderate,baseline_rl,36,power,0.6446978416707781,0.0016502651370058723,3
resource_moderate,baseline_rl,36,road,0.4282876071002748,0.0018974120485200606,3
resource_moderate,baseline_rl,37,communication,0.4862420426474678,0.0016471925246753628,3
resource_moderate,baseline_rl,37,critical_load,0.7927323116196527,0.001854538189296956,3
resource_moderate,baseline_rl,37,power,0.6446777482827505,0.001650344753756919,3
resource_moderate,baseline_rl,37,road,0.4282876071002748,0.0018974120485200606,3
resource_moderate,baseline_rl,38,communication,0.4862420426474678,0.0016471925246753628,3
resource_moderate,baseline_rl,38,critical_load,0.7942498922348022,0.00257897751192177,3
resource_moderate,baseline_rl,38,power,0.6454116370942858,0.002202824193135008,3
resource_moderate,baseline_rl,38,road,0.4282876071002748,0.0018974120485200606,3
resource_moderate,baseline_rl,39,communication,0.4862420426474678,0.0016471925246753628,3
resource_moderate,baseline_rl,39,critical_load,0.7991324762503306,0.0018776340769224792,3
resource_moderate,baseline_rl,39,power,0.6491081847084893,0.0016503791775730778,3
resource_moderate,baseline_rl,39,road,0.4282876071002748,0.0018974120485200606,3
