scenario,method,seed,completed,failed,valid_for_paper,has_sentinel,has_zero_recovery_anomaly,path,selection_score,min_recovery_ratio,critical_load_recovery_ratio,communication_recovery_ratio,power_recovery_ratio,road_recovery_ratio,constraint_violation_rate_eval,invalid_action_rate_eval,wait_hold_usage_eval,mean_progress_delta_eval,eval_success_rate,safety_capacity_index,candidate_source,selected_candidate_id,fallback_used,fallback_reason,validation_status,rejection_reason,score_components
standard_moderate,baseline_rl,42,True,False,True,False,False,paper_repair_results_fixed_v2/standard_moderate/baseline_rl__seed42.json,0.3962525875730108,0.6336177488168081,0.8519927660624186,0.6797754168510437,0.8681438565254211,0.6336177488168081,0.2209302325581395,0.2209302325581395,0.1976744186046511,0.0065386794507503,0.3333333333333333,0.7536846104402875,provenance_unavailable,,,,unknown,,
standard_moderate,baseline_rl,43,True,False,True,False,False,paper_repair_results_fixed_v2/standard_moderate/baseline_rl__seed43.json,0.4210190486731854,0.6169911126295725,0.8597300350666046,0.661483883857727,0.8858491778373718,0.6169911126295725,0.1911111111111111,0.1911111111111111,0.1688888888888889,0.0030484117021915,0.3333333333333333,0.7595190683603286,provenance_unavailable,,,,unknown,,
standard_moderate,baseline_rl,44,True,False,True,False,False,paper_repair_results_fixed_v2/standard_moderate/baseline_rl__seed44.json,0.4146776836500692,0.6169911126295725,0.8347533841927847,0.661483883857727,0.8822622497876486,0.6169911126295725,0.2017167381974249,0.2017167381974249,0.1759656652360515,0.0029499825286237,0.3333333333333333,0.7475955524285974,provenance_unavailable,,,,unknown,,
standard_moderate,full_outer_loop,42,True,False,True,False,False,paper_repair_results_final_v5/raw_runs/standard_moderate__full_outer_loop__seed42.json,0.41554063067270147,0.6127754549185435,0.8742394149303436,0.7242277065912882,0.8599908153216044,0.6127754549185435,0.2183406113537118,0.2183406113537118,0.1615720524017467,0.003208307951104407,0.3333333333333333,0.7549530210409969,noop_fallback,r3_feedback_refined,0.0,,valid,constraint_violation_not_allowed|critical_recovery_too_low_vs_reference|generated_not_competitive_vs_baseline_tolerance|invalid_action_not_allowed|multi_layer_recovery_regression|no_final_progress_and_not_late_stage|not_finish_oriented_under_zero_success|progress_delta_too_low_vs_reference|resource_sustainability_collapse,"{'selection_score': 0.41554063067270147, 'stability_adjusted_selection_score': 0.41554063067270147, 'recovery_adjusted_selection_score': 0.41554063067270147, 'round_delta_summary': {'delta_selection_score': 0.0, 'delta_min_recovery_ratio': 0.0, 'delta_constraint_violation_rate_eval': 0.0, 'delta_invalid_action_rate_eval': 0.0, 'delta_lipschitz_mean': 0.0, 'delta_wait_hold_usage_eval': 0.0}}"
standard_moderate,full_outer_loop,43,True,False,True,False,False,paper_repair_results_final_v5/raw_runs/standard_moderate__full_outer_loop__seed43.json,0.2847959687312444,0.6172130008538564,0.8510238528251648,0.6617236336072286,0.7849373817443848,0.6172130008538564,0.20833333333333334,0.20833333333333334,0.18333333333333332,0.002259233593940735,0.0,0.7513828987876574,noop_fallback,r3_feedback_refined,0.0,,valid,constraint_violation_not_allowed|critical_recovery_too_low_vs_reference|generated_not_competitive_vs_baseline_tolerance|invalid_action_not_allowed|multi_layer_recovery_regression|no_final_progress_and_not_late_stage|not_finish_oriented_under_zero_success|progress_delta_too_low_vs_reference|resource_sustainability_collapse,"{'selection_score': 0.2847959687312444, 'stability_adjusted_selection_score': 0.2847959687312444, 'recovery_adjusted_selection_score': 0.2847959687312444, 'round_delta_summary': {'delta_selection_score': 0.0, 'delta_min_recovery_ratio': 0.0, 'delta_constraint_violation_rate_eval': 0.0, 'delta_invalid_action_rate_eval': 0.0, 'delta_lipschitz_mean': 0.0, 'delta_wait_hold_usage_eval': 0.0}}"
standard_moderate,full_outer_loop,44,True,False,True,False,False,paper_repair_results_final_v5/raw_runs/standard_moderate__full_outer_loop__seed44.json,0.4288347070941268,0.6169911126295725,0.8310402433077494,0.661483883857727,0.8744213382403055,0.6169911126295725,0.1963470319634703,0.1963470319634703,0.1735159817351598,0.003050484683042691,0.3333333333333333,0.7479068649890215,noop_fallback,r3_feedback_refined,0.0,,valid,constraint_violation_not_allowed|critical_recovery_too_low_vs_reference|generated_not_competitive_vs_baseline_tolerance|invalid_action_not_allowed|multi_layer_recovery_regression|no_final_progress_and_not_late_stage|not_finish_oriented_under_zero_success|progress_delta_too_low_vs_reference|resource_sustainability_collapse,"{'selection_score': 0.4288347070941268, 'stability_adjusted_selection_score': 0.4288347070941268, 'recovery_adjusted_selection_score': 0.4288347070941268, 'round_delta_summary': {'delta_selection_score': 0.0, 'delta_min_recovery_ratio': 0.0, 'delta_constraint_violation_rate_eval': 0.0, 'delta_invalid_action_rate_eval': 0.0, 'delta_lipschitz_mean': 0.0, 'delta_wait_hold_usage_eval': 0.0}}"
standard_moderate,single_shot_llm,42,True,False,True,False,False,paper_repair_results_fixed_v2/standard_moderate/single_shot_llm__seed42.json,0.422922373805192,0.6127754549185435,0.8847351670265198,0.6738701164722443,0.907973180214564,0.6127754549185435,0.2258064516129032,0.2258064516129032,0.1658986175115207,0.0033378897581443,0.3333333333333333,0.756386782196901,provenance_unavailable,,,,unknown,,
standard_moderate,single_shot_llm,43,True,False,True,False,False,paper_repair_results_fixed_v3/standard_moderate/single_shot_llm__seed43.json,0.3694254534191901,0.6871100465456644,0.8392307758331299,0.7111253539721171,0.8335243960221609,0.6871100465456644,0.3728813559322034,0.3728813559322034,0.1016949152542373,0.0033301722846533,0.3333333333333333,0.722354881052917,provenance_unavailable,,,,unknown,,
standard_moderate,single_shot_llm,44,True,False,True,False,False,paper_repair_results_fixed_v3/standard_moderate/single_shot_llm__seed44.json,0.3992193762130207,0.625460704167684,0.8573367695013682,0.6706958214441935,0.8179328640302023,0.625460704167684,0.2111111111111111,0.2111111111111111,0.1888888888888888,0.0043574819962183,0.3333333333333333,0.7556457824508348,provenance_unavailable,,,,unknown,,
