scenario,method,step,mean_progress_delta,std_progress_delta,n_seeds
resource_moderate,rule_based_greedy,0,0.0055256982644399,0.0028647493912878205,3
resource_moderate,rule_based_greedy,1,0.0035000046094258628,2.8097899007262688e-08,3
resource_moderate,rule_based_greedy,2,0.005587687095006307,0.002952456982935645,3
resource_moderate,rule_based_greedy,3,0.005491346120834351,0.002816168123906046,3
resource_moderate,rule_based_greedy,4,0.005724807580312093,0.0031463746329342688,3
resource_moderate,rule_based_greedy,5,0.0034851117266549003,0.0004099771415748678,3
resource_moderate,rule_based_greedy,6,0.0033586670955022178,0.0004382134041542958,3
resource_moderate,rule_based_greedy,7,0.0031096388896306357,0.0004056292412864668,3
resource_moderate,rule_based_greedy,8,0.0031920456224017674,0.0006700693493125303,3
resource_moderate,rule_based_greedy,9,0.002899446421199375,0.0006193373222199666,3
resource_moderate,rule_based_greedy,10,0.0022381742795308432,0.0014452121489475509,3
resource_moderate,rule_based_greedy,11,0.0023129830757776895,0.0011564966194878318,3
resource_moderate,rule_based_greedy,12,0.0025199784172905814,0.0013425955187825309,3
resource_moderate,rule_based_greedy,13,0.002792835235595703,0.0006059999997798834,3
resource_moderate,rule_based_greedy,14,0.002586257126596239,0.0010547752493256842,3
resource_moderate,rule_based_greedy,15,0.0025456613964504665,0.0010976777225236193,3
resource_moderate,rule_based_greedy,16,0.0026007360882229274,0.0008556070820357514,3
resource_moderate,rule_based_greedy,17,0.002643449438942803,0.0009289195119280459,3
resource_moderate,rule_based_greedy,18,0.0025993800825542873,0.0009236169794354291,3
resource_moderate,rule_based_greedy,19,0.0025893615351782907,0.0009707248184257442,3
resource_moderate,rule_based_greedy,20,0.002435608042611016,0.0010582123138437878,3
resource_moderate,rule_based_greedy,21,0.0029374675618277658,0.0018510731915657858,3
resource_moderate,rule_based_greedy,22,0.002602047390407986,0.0010314534871971978,3
resource_moderate,rule_based_greedy,23,0.0029108375310897827,0.0019178356823244477,3
resource_moderate,rule_based_greedy,24,0.0023981796370612252,0.0010931734399784484,3
resource_moderate,rule_based_greedy,25,0.0025842818948957655,0.0008345603487449559,3
resource_moderate,rule_based_greedy,26,0.0029426349533928763,0.002065175763767931,3
resource_moderate,rule_based_greedy,27,0.00237580140431722,0.0011408747913007923,3
resource_moderate,rule_based_greedy,28,0.00265717175271776,0.0007893291346450868,3
resource_moderate,rule_based_greedy,29,0.0032601820098029245,0.001805218171063987,3
resource_moderate,rule_based_greedy,30,0.002577106157938639,0.0006562651022321505,3
resource_moderate,rule_based_greedy,31,0.00254899263381958,0.0007203037235673436,3
resource_moderate,rule_based_greedy,32,0.0027953849898444284,0.000652366180577279,3
resource_moderate,rule_based_greedy,33,0.002560277779897054,0.0007061959531554138,3
resource_moderate,rule_based_greedy,34,0.002889662981033325,0.0006810875196370085,3
resource_moderate,rule_based_greedy,35,0.0025891164938608804,0.0006758150571321287,3
resource_moderate,rule_based_greedy,36,0.0024294091595543753,0.0009964299893193613,3
resource_moderate,rule_based_greedy,37,0.0025475455654991996,0.0010063050749175458,3
resource_moderate,rule_based_greedy,38,0.002636392911275228,0.0010256036517341431,3
resource_moderate,rule_based_greedy,39,0.0024340086513095433,0.0009588023224977894,3
standard_moderate,rule_based_greedy,0,0.010671416918436686,0.0011031652477745937,3
standard_moderate,rule_based_greedy,1,0.008804887533187866,0.003791887477921992,3
standard_moderate,rule_based_greedy,2,0.011011064052581787,0.0009666403084107813,3
standard_moderate,rule_based_greedy,3,0.008952617645263672,0.0038972419313852355,3
standard_moderate,rule_based_greedy,4,0.008912126223246256,0.0038514061075137396,3
standard_moderate,rule_based_greedy,5,0.00898599624633789,0.0039037852123583647,3
standard_moderate,rule_based_greedy,6,0.007400155067443848,0.0039000511169433594,3
standard_moderate,rule_based_greedy,7,0.01070132851600647,0.0007070600986480713,3
standard_moderate,rule_based_greedy,8,0.003500014543533325,2.9802322387695312e-08,3
standard_moderate,rule_based_greedy,9,0.0034999847412109375,0.0,3
standard_moderate,rule_based_greedy,10,0.003500014543533325,2.9802322387695312e-08,3
standard_moderate,rule_based_greedy,11,0.003620867927869161,0.00032511342379204516,3
standard_moderate,rule_based_greedy,12,0.007850264509518942,0.004284259429212263,3
standard_moderate,rule_based_greedy,13,0.0033252984285354614,0.00027305342850664866,3
standard_moderate,rule_based_greedy,14,0.0033628642559051514,0.0004496351376007045,3
standard_moderate,rule_based_greedy,15,0.0033621092637379966,0.0004038778475034286,3
standard_moderate,rule_based_greedy,16,0.0032342523336410522,0.00038356606402547514,3
standard_moderate,rule_based_greedy,17,0.007556527853012085,0.004703936124163864,3
standard_moderate,rule_based_greedy,18,0.003156845768292745,0.0007152138453782077,3
standard_moderate,rule_based_greedy,19,0.0031435092290242514,0.0005162650256221671,3
standard_moderate,rule_based_greedy,20,0.0033444364865620932,0.0006601518880377866,3
standard_moderate,rule_based_greedy,21,0.0032293101151784263,0.0005041633059876939,3
